,0,1, 
25892,DSM 46612,"['1', '92', '693']",Acinetobacter seifertii
25893,DSM 112938,['381'],Phage (phagum)
25894,DSM 45606,['549'],Salinifilum ghardaiensis
25895,DSM 10499,"['92', '104', '104c', '381', '693', '948', 'J27']",Escherichia coli
25896,DSM 41987,"['65', '84']",Streptomyces fildesensis
25897,DSM 24775,"['514', 'J207']",Brevibacterium salitolerans
25898,DSM 27501,"['904', 'J909']",Crassaminicella profunda
25899,DSM 46145,"['65', '83', 'J52']",Actinoplanes sp.
25900,DSM 46171,"['214', '426']",Micropolyspora internatus
25901,DSM 24770,"['1476', 'J966']",Salimesophilobacter vulgaris
25902,DSM 1258,"['1', '129', '220', '457', '465']",Neurospora crassa
25903,DSM 44224,"['65', '84', '554', 'J61']",Actinomadura fibrosa
25904,DSM 14094,['514'],Gelidibacter mesophilus
25905,DSM 51348,['9'],Corallococcus coralloides
25906,DSM 8423,['294'],Syntrophus gentianae
25907,DSM 104253,"['1680', '1831a']",Coleofasciculus chthonoplastes
25908,DSM 19907,['11'],Lentilactobacillus rapi
25909,DSM 6452,"['463', '464']",Aminobacter sp.
25910,DSM 601,"['1', '110', '457', '693', '1203a', 'J13', 'J14', 'J27', 'J84']",Clostridium baratii
25911,DSM 44978,"['65', 'J43']",Nocardia ninae
25912,DSM 22460,['1248'],Kosmotoga shengliensis
25913,DSM 16312,['220'],Acinetobacter marinus
25914,DSM 105033,"['65', '535']",Tsukamurella tyrosinosolvens
25915,DSM 25799,['104'],Catenisphaera adipataccumulans
25916,DSM 52306,['9'],Myxococcus virescens
25917,DSM 40314,"['65', '84', 'J42']",Streptomyces nashvillensis
25918,DSM 44641,"['354', '645']",Mycobacterium madagascariense
25919,DSM 24189,['693'],Campylobacter jejuni
25920,DSM 27451,['1193'],Chlamydia gallinacea
25921,DSM 102291,"['84', '987']",Streptacidiphilus torunensis
25922,DSM 17537,"['104', 'J14']",Slackia faecicanis
25923,DSM 13828,['381'],Rhizobium sp.
25924,DSM 1799,"['90', '403', '514', '760', '830', '1049', 'J280']",Myceliophthora thermophila
25925,DSM 103220,['514'],Halomonas lactosivorans
25926,DSM 103986,['65'],Nocardia aurea
25927,DSM 24259,['693'],Campylobacter jejuni
25928,DSM 100491,"['92', 'J26']",Arthrobacter ginkgonis
25929,DSM 17234,"['104', '693', 'J14']",Actinomyces oricola
25930,DSM 105460,"['90', '129']",Monocillium gamsii
25931,DSM 24912,"['514', '1303']",Granulosicoccus antarcticus
25932,DSM 12573,['1a'],Pseudoxanthomonas broegbernensis
25933,DSM 41594,['65'],Streptomyces chartreusis
25934,DSM 42049,"['65', 'J43']",Yinghuangia aomiensis
25935,DSM 15283,"['514', 'J118']",Shimia aestuarii
25936,DSM 52681,['9'],Cystobacter gracilis
25937,DSM 13037,['195'],Desulfobacter sp.
25938,DSM 18827,"['92', '693']",Staphylococcus aureus
25939,DSM 27395,"['1484', 'J74']",Deinococcus depolymerans
25940,DSM 4461,"['65', '90', '215b', '535', '645', '693', '910', '1159', 'J26', 'J28', 'J256', 'J275', 'J282', 'J386', 'J487']",Exobasidium japonicum
25941,DSM 7368,['381'],Escherichia coli
25942,DSM 14768,"['1', '535', 'J75']",Flavobacterium limicola
25943,DSM 40261,"['65', '84', 'J42', 'J66']",Streptomyces tubercidicus
25944,DSM 14337,"['360', 'J840']",Acetobacter malorum
25945,DSM 465,"['1', '65', '92', '105', '129', '306', '693', 'J25', 'J30']",Geobacillus thermodenitrificans subsp. thermodenitrificans
25946,DSM 52444,['9'],Myxococcus xanthus
25947,DSM 41708,"['65', '84']",Streptomyces albidoflavus
25948,DSM 26000,['1'],Chryseobacterium frigidisoli
25949,DSM 16993,"['88', 'J172']",Sulfurisphaera tokodaii
25950,DSM 51954,['9'],Corallococcus macrosporus
25951,DSM 41175,"['65', '84']",Streptomyces griseoruber
25952,DSM 5725,['1'],Bacillus thuringiensis
25953,DSM 113918,['92'],Rahnella sp.
25954,DSM 51743,['9'],Corallococcus coralloides
25955,DSM 43529,"['250', '645']",Mycobacterium sp.
25956,DSM 51321,['9'],Corallococcus coralloides
25957,DSM 19535,['514'],Gracilimonas tropica
25958,DSM 111126,"['65', '84', '252', 'J42']",Streptomyces actinomycinicus
25959,DSM 25457,['607'],Rhodopirellula lusitana
25960,DSM 105770,['830'],Kribbella monticola
25961,DSM 41128,"['65', '252']",Streptomyces fradiae
25962,DSM 100208,"['535', 'J26', 'J43', 'J256']",Tsukamurella hongkongensis
25963,DSM 51320,['9'],Corallococcus coralloides
25964,DSM 52870,['9'],Herpetosiphon sp.
25965,DSM 7152,"['1a', '465d']",Pseudomonas sp.
25966,DSM 1340,"['1', '428', '535', 'J22', 'J79']",Methylorubrum extorquens
25967,DSM 15808,['1022'],Cryptanaerobacter phenolicus
25968,DSM 30653,"['1', '830']",Bacillus sp.
25969,DSM 51119,['9'],Corallococcus coralloides
25970,DSM 45032,"['785', '852']",Nocardiopsis rampartis
25971,DSM 573,"['61', '90', '92', '129', '186', '501']",Thermoanaerobacterium thermosaccharolyticum
25972,DSM 6963,"['1', '92', '693']",Acinetobacter johnsonii
25973,DSM 44658,"['215', '535']",Nocardiopsis sp.
25974,DSM 1222,"['1', '90', '92', '129', '693']",Mucor sp.
25975,DSM 100125,['129'],Sympodiomycopsis paphiopedili
25976,DSM 45149,"['645', 'J26', 'J386']",Mycobacterium abscessus subsp. bolletii
25977,DSM 121,"['1', '1a', '27', '63', '78a', '90', '104b', '129', '189', '191', '195c', '215', '220', '220a', '310', '514', '535', '535b', '671', '693', '711a', '821', '826', '830', '842', '853', '887', '948', '1315', '1494', 'J30', 'J74', 'J75', 'J226']",Phaeospirillum sp.
25978,DSM 30519,['220'],Micrococcus luteus
25979,DSM 100015,"['339', '1203']",Bacteroides xylanisolvens
25980,DSM 108870,['514'],Bacillus sp.
25981,DSM 100813,['11'],Lactiplantibacillus plantarum subsp. plantarum
25982,DSM 111549,['381'],Phage (phagum)
25983,DSM 70789,['186'],Hanseniaspora osmophila
25984,DSM 100895,"['92', '693']",Myroides odoratimimus
25985,DSM 43059,"['214', '354', '645']",Mycobacterium smegmatis
25986,DSM 6533,['58'],Bifidobacterium gallinarum subsp. saeculare
25987,DSM 916,"['1', '65', '514', '644', '663', '693', '720', '949', 'J28', 'J42', 'J118']",Streptomyces virginiae
25988,DSM 930,"['1', '65', '535', 'J42']",Streptomyces sp.
25989,DSM 22573,['92'],Arthrobacter sp.
25990,DSM 46008,['426'],Rhodococcus ruber
25991,DSM 29016,['1591'],Rickettsia tamurae subsp. buchneri
25992,DSM 13578,['904'],Marinitoga camini
25993,DSM 52207,['9'],Myxococcus stipitatus
25994,DSM 23127,['514'],Salimicrobium flavidum
25995,DSM 52065,['9'],Myxococcus fulvus
25996,DSM 14296,['966'],Rubritepida flocculans
25997,DSM 16366,['11'],Lactiplantibacillus pentosus
25998,DSM 103792,['514'],Permianibacter aggregans
25999,DSM 44936,"['84', '535', 'J61']",Sphaerisporangium rubeum
26000,DSM 43027,"['65', '82', 'J48', 'J49']",Pseudonocardia thermophila
26001,DSM 3265,['1'],Proteus vulgaris
26002,DSM 16050,['92'],Microbacterium sp.
26003,DSM 43449,"['65', '84']",Micromonospora sp.
26004,DSM 7482,['123'],Photobacterium damselae
26005,DSM 1642,"['1', '92', '135', '220', '468', '514', 'J75', 'J118', 'J357', 'J443']",Peribacillus simplex
26006,DSM 15748,['514'],Pseudoalteromonas fuliginea
26007,DSM 30040,['1'],Citrobacter braakii
26008,DSM 7118,['381'],Escherichia coli
26009,DSM 105261,['693'],Helicobacter pylori
26010,DSM 102938,['1560'],Rosistilla carotiformis
26011,DSM 18452,['1070'],Bradyrhizobium sp.
26012,DSM 21196,['545'],Halomonas hamiltonii
26013,DSM 112118,['92'],Escherichia coli
26014,DSM 110643,"['92', '693']",Enterococcus faecium
26015,DSM 108273,['514'],Cribrihabitans pelagius
26016,DSM 102524,['1'],Rhizobium sp.
26017,DSM 51397,['9'],Corallococcus coralloides
26018,DSM 44720,"['65', '554', 'J58']",Umezawaea tangerina
26019,DSM 107811,['514'],Paraliobacillus zengyii
26020,DSM 53115,['9'],Nannocystis exedens
26021,DSM 45836,"['645', 'J386']",Mycobacterium szulgai
26022,DSM 40870,['65'],Streptomyces anulatus
26023,DSM 112894,['381'],Phage (phagum)
26024,DSM 25453,['830'],Geminisphaera colitermitum
26025,DSM 100907,['92'],Enterococcus faecium
26026,DSM 1829,"['1', '310', '514', '830']",Phytophthora nicotianae
26027,DSM 45549,['514'],Salinispora mooreana
26028,DSM 102968,"['129', '186']",Hamamotoa telluris
26029,DSM 20288,['11'],Weissella paramesenteroides
26030,DSM 114816,"['92', '693']",Pseudomonas aeruginosa
26031,DSM 51490,['9'],Corallococcus coralloides
26032,DSM 103503,['11b'],Lactobacillus sp.
26033,DSM 40412,"['65', 'J66']",Streptomyces aurantiacus
26034,DSM 46744,"['65', '553']",Actinomadura algeriensis
26035,DSM 9399,"['220', '535']",Buttiauxella izardii
26036,DSM 106292,['514'],Marimonas lutisalis
26037,DSM 52772,['9'],Cystobacter ferrugineus
26038,DSM 45499,"['535', 'J51']",Actinophytocola oryzae
26039,DSM 17928,['830'],Rhodanobacter lindaniclasticus
26040,DSM 3086,"['90', '92', '220']",Trametes versicolor
26041,DSM 70492,['186'],Zygosaccharomyces bailii
26042,DSM 102376,['220'],Bacillus sp.
26043,DSM 30701,['220'],Paenibacillus sp.
26044,DSM 46745,"['535', '553', 'J104']",Actinomadura adrarensis
26045,DSM 14429,"['88a', 'J297']",Vulcanisaeta distributa
26046,DSM 27629,"['104', 'J1130']",Blautia faecis
26047,DSM 18940,"['940', 'J182']",Shouchella oshimensis
26048,DSM 20571,"['93', 'J20', 'J21']",Fructilactobacillus fructivorans
26049,DSM 6539,['311c'],Terrisporobacter mayombei
26050,DSM 6931,['31'],Bacillus sp.
26051,DSM 18069,"['1', '535']",Dickeya paradisiaca
26052,DSM 6233,"['129', '504']",Pelobacter massiliensis
26053,DSM 19153,['31'],Shouchella oshimensis
26054,DSM 384,"['1', '1a', '54a', '119', '318b', 'J22']",Bacillus mycoides
26055,DSM 51127,['9'],Corallococcus coralloides
26056,DSM 30746,['220'],Acinetobacter johnsonii
26057,DSM 4285,"['1', '830']",Burkholderia gladioli
26058,DSM 14016,"['413', 'J677']",Sutterella wadsworthensis
26059,DSM 46307,['53'],Corynebacterium sp.
26060,DSM 15581,"['220', 'J75']",Sphingomonas aquatilis
26061,DSM 115594,['92'],Escherichia coli
26062,DSM 20496,['11'],Latilactobacillus curvatus
26063,DSM 26041,['220'],Paenibacillus sp.
26064,DSM 15270,['514'],Rhodobacteraceae (not further classified)
26065,DSM 51621,['9'],Corallococcus coralloides
26066,DSM 52936,['9'],Melittangium lichenicola
26067,DSM 105193,"['339', 'J14']",Pyramidobacter porci
26068,DSM 44560,['535'],Nocardia nova
26069,DSM 20663,"['225', 'J293']",Fructilactobacillus sanfranciscensis
26070,DSM 3901,['381'],Escherichia coli
26071,DSM 24587,['1360'],Hippea sp.
26072,DSM 12282,"['372', 'J168']",Haloarcula argentinensis
26073,DSM 24213,['1246'],Pseudomonas yangmingensis
26074,DSM 51406,['9'],Corallococcus coralloides
26075,DSM 52876,['9'],Hyalangium minutum
26076,DSM 15489,"['605', '948']",Planococcus okeanokoites
26077,DSM 103824,['514'],Agarivorans litoreus
26078,DSM 108918,['514'],Paracoccus luteus
26079,DSM 10293,"['1', '383', '503e', '693', '1560', '1635']",Desulfomicrobium sp.
26080,DSM 111650,['65'],Phage (phagum)
26081,DSM 111629,['339'],Mediterraneibacter agrestimuris
26082,DSM 102160,['693'],Campylobacter geochelonis
26083,DSM 52195,['9'],Myxococcus stipitatus
26084,DSM 29780,"['1', 'J254']",Rhizobium aquaticum
26085,DSM 13147,['1'],Geobacillus thermodenitrificans subsp. thermodenitrificans
26086,DSM 44312,['535'],Rhodococcus opacus
26087,DSM 29940,['830'],Brevibacillus migulae
26088,DSM 45471,['514'],Nocardiopsis sp.
26089,DSM 41755,"['84', '548', 'J415']",Streptacidiphilus neutrinimicus
26090,DSM 44389,"['65', 'J42']",Kineosporia rhizophila
26091,DSM 3492,['90'],Trametes hirsuta
26092,DSM 45287,"['65', '535', '554']",Actinomadura sp.
26093,DSM 18202,['220'],Paenibacillus zanthoxyli
26094,DSM 103060,"['110', '1203a']",Proteiniborus indolifex
26095,DSM 1426,"['141', '220a', '453', '461', '514c', '535', '645', 'J265']",Rhodococcus sp.
26096,DSM 50161,"['1', '535']",Pseudomonas fluorescens
26097,DSM 113285,['1203a'],Brotaphodocola catenula
26098,DSM 46263,['220a'],Providencia stuartii
26099,DSM 20325,"['92', '693']",Staphylococcus capitis subsp. capitis
26100,DSM 104222,"['1680', '1831']",Coleofasciculus chthonoplastes
26101,DSM 46835,['65'],Blastococcus capsensis
26102,DSM 100100,['1'],Paenibacillus cavernae
26103,DSM 108842,['9'],Corallococcus carmarthensis
26104,DSM 112756,['987'],Ktedonospora  formicarum
26105,DSM 20111,"['53', 'J28']",Cellulomonas gelida
26106,DSM 16402,"['514', 'J118']",Arthrobacter castelli
26107,DSM 113917,['92'],Pantoea septica
26108,DSM 9572,['675'],Parageobacillus thermantarcticus
26109,DSM 53506,['9'],Sorangium cellulosum
26110,DSM 6578,['509'],Spirochaeta thermophila
26111,DSM 107754,['381'],Pseudomonas aeruginosa
26112,DSM 11995,"['119', '1523']",Methanobrevibacter thaueri
26113,DSM 5482,['523'],Clostridium chartatabidum
26114,DSM 15747,"['92', 'J475']",Agromyces ulmi
26115,DSM 9173,['900'],Acetobacterium tundrae
26116,DSM 25506,['220'],Bacillus coreaensis
26117,DSM 101082,['1203a'],Gorbachella massiliensis
26118,DSM 44049,"['354', '645', 'J386']",Mycobacterium intermedium
26119,DSM 20294,"['53', 'J26']",Corynebacterium vitaeruminis
26120,DSM 103510,['92'],Staphylococcus cohnii
26121,DSM 12474,['822'],Hydrogenophilus sp.
26122,DSM 102787,"['92', '535']",Phycicoccus sp.
26123,DSM 17910,['535'],Xenorhabdus romanii
26124,DSM 51852,['9'],Corallococcus exiguus
26125,DSM 105631,"['339', '693']",Clostridium sp.
26126,DSM 506,"['69', '343', '498', '535', 'J74']",Starkeya novella
26127,DSM 5162,"['9', '220']",Paenibacillus glucanolyticus
26128,DSM 105783,"['736', 'J118', 'J569']",Neomicrococcus aestuarii
26129,DSM 7486,"['92', 'J26']",Rathayibacter tritici
26130,DSM 100230,"['129', '186']",Sympodiomycopsis kandeliae
26131,DSM 2324,"['11', '105', '220', '830', '1047', 'J597', 'J853']",Acetobacter cerevisiae
26132,DSM 29017,['1555'],Rickettsia monacensis
26133,DSM 18835,"['1141', 'J180']",Thermogymnomonas acidicola
26134,DSM 3489,['90'],Coprinus comatus
26135,DSM 19143,['1'],Xanthomonas hortorum
26136,DSM 20461,"['58', '104', 'J14']",Megasphaera cerevisiae
26137,DSM 4269,['90'],Moniliophthora perniciosa
26138,DSM 103980,['693'],Rodentibacter rarus
26139,DSM 19035,['830'],Pedobacter metabolipauper
26140,DSM 30671,['1'],Bacillus subtilis
26141,DSM 51289,['9'],Corallococcus coralloides
26142,DSM 51895,['9'],Corallococcus exiguus
26143,DSM 6029,['1'],Bacillus thuringiensis
26144,DSM 102297,"['65', '554']",Nonomuraea flavida
26145,DSM 45013,['993'],Actinomycetales sp.
26146,DSM 20371,"['92', '693']",Enterococcus faecalis
26147,DSM 14378,"['92', '693']",Streptococcus pneumoniae
26148,DSM 23573,['535'],Pandoraea oxalativorans
26149,DSM 17356,['514'],Kocuria sp.
26150,DSM 40682,"['65', '252']",Streptomyces albidoflavus
26151,DSM 15320,['220'],Pseudomonas antarctica
26152,DSM 25943,"['92', '693']",Streptococcus pyogenes
26153,DSM 41211,"['65', '84']",Streptomyces rimosus subsp. rimosus
26154,DSM 22810,"['92', '693']",Streptococcus plurextorum
26155,DSM 116489,['129'],Fusarium graminearum
26156,DSM 10735,"['381', '514', 'J118']",Escherichia coli
26157,DSM 1414,"['1', '90']",Mortierella isabellina
26158,DSM 105513,['220'],Staphylococcus lugdunensis
26159,DSM 45899,"['737', '1536']",Parafrankia  irregularis
26160,DSM 45440,"['65', '535', '553']",Actinopolymorpha sp.
26161,DSM 52857,['9'],Archangium violaceum
26162,DSM 46058,['426'],Nocardia cyriacigeorgica
26163,DSM 52888,['9'],Melittangium boletus
26164,DSM 17185,['514'],Vibrio xuii
26165,DSM 18801,"['1', '830']",Shinella yambaruensis
26166,DSM 100828,['1'],Aeromonas finlandensis
26167,DSM 4195,"['65', '84', '163', '252', '514', '987', 'J45', 'J50', 'J66']",Desulfovibrio sp.
26168,DSM 9482,['31'],Alkalibacillus haloalkaliphilus
26169,DSM 116317,['1076b'],Mycoplasmopsis bovis
26170,DSM 17423,['514'],Exiguobacterium sp.
26171,DSM 18561,['92'],Phycicoccus sp.
26172,DSM 29810,"['90', '129']",Penicillium digitatum
26173,DSM 24461,['1307'],Paenibacillus mucilaginosus
26174,DSM 26479,['514'],Vibrio atlanticus
26175,DSM 104054,['220'],Alkalihalobacillus sp.
26176,DSM 111623,"['339a', '1203']",Enterococcus faecalis
26177,DSM 27627,"['65', 'J26', 'J43']",Kineococcus gypseus
26178,DSM 18969,['514'],Stappia kahanamokuae
26179,DSM 29795,['940'],Bacillus sp.
26180,DSM 51294,['9'],Corallococcus coralloides
26181,DSM 62760,['90'],Mucor racemosus
26182,DSM 29921,"['92', '693', 'J83']",Streptococcus panodentis
26183,DSM 105743,['514'],Hahyoungchilella caricis
26184,DSM 3289,['78'],Phocaeicola vulgatus
26185,DSM 168,"['1', '1a', '9', '27', '28', '40', '58', '68', '90', '92', '156', '215', '220', '403', '412', '465', '514', '535', '545', '693', '830', '907', '948', '1015', '1091', '1611', 'J14', 'J22', 'J26', 'J28', 'J74', 'J84', 'J139', 'J141', 'J442', 'J465', 'J574', 'J631', 'J1130']",Rhodocyclus purpureus
26186,DSM 106016,['58'],Bifidobacterium sp.
26187,DSM 5365,"['9', '693']",Campylobacter upsaliensis
26188,DSM 15984,['514'],Pseudooceanicola batsensis
26189,DSM 6216,"['119', '129']",Methanoculleus bourgensis
26190,DSM 105336,"['339', '693']",Lacrimispora celerecrescens
26191,DSM 113778,"['514', '693']",Vibrio splendidus
26192,DSM 23493,"['220', '830']",Lysinibacillus xylanilyticus
26193,DSM 111303,"['65', '84', '252', '553', 'J51']",Streptosporangium taraxaci
26194,DSM 51681,['9'],Corallococcus coralloides
26195,DSM 41006,"['65', '84']",Streptomyces violaceoruber
26196,DSM 11498,['496'],Desulfovibrio oxyclinae
26197,DSM 10761,"['1a', '104', '231', '381', '462', '514', '514f']",Escherichia coli
26198,DSM 103961,['830'],Subtercola sp.
26199,DSM 52847,['9'],Archangium violaceum
26200,DSM 16372,['464'],Methylobacterium hispanicum
26201,DSM 8225,"['1', '535']",Sphingobacterium sp.
26202,DSM 11331,"['65', '220a', '535b', 'J12']",Pseudomonas veronii
26203,DSM 9381,"['1', '92', '693']",Aeromonas enteropelogenes
26204,DSM 17278,['732'],Trichlorobacter lovleyi
26205,DSM 19560,['830'],Rudaeicoccus suwonensis
26206,DSM 19891,['514'],Maribacter stanieri
26207,DSM 22206,['693'],Muribacter muris
26208,DSM 40004,"['65', '84', 'J42', 'J58', 'J61']",Streptomyces griseocarneus
26209,DSM 14402,['514'],Pseudoalteromonas translucida
26210,DSM 52878,['9'],Hyalangium minutum
26211,DSM 8619,['310'],Pseudoclitocybe expallens
26212,DSM 18929,['535'],Stenotrophomonas humi
26213,DSM 8543,"['220a', '457']",Pseudomonas fluorescens
26214,DSM 2274,"['130', '220', '514', '535', '541', '1115', '1266', '1539', 'J898', 'J1001']",Sporosarcina psychrophila
26215,DSM 103454,['830c'],Polynucleobacter paneuropaeus
26216,DSM 45975,['1241'],Saccharopolyspora lacisalsi
26217,DSM 101479,['514'],Croceicoccus pelagius
26218,DSM 18566,"['830', 'J346']",Knoellia aerolata
26219,DSM 14770,['104b'],Clostridium drakei
26220,DSM 103912,['220'],Bacillus subtilis
26221,DSM 8538,"['774', 'J22']",Paracoccus aminophilus
26222,DSM 108706,"['693', '1713', 'J1130']",Gallibacter intestinalis
26223,DSM 18494,"['372', 'J611']",Halalkalibacillus halophilus
