taxid,cultures,sci_name,chromosome_numbers,genome_size,genome_gc_content,gene_counts,protein_coding_genes,lineage
358396,"['J168', 'J574']",Halobiforma lacisalsi AJ5,3,4381543,2859749,4294,4143, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Natrialbaceae  Halobiforma  Halobiforma lacisalsi
2005262,['J119'],Candidatus Legionella polyplacis,1,529746,122007,517,473, Pseudomonadota  Gammaproteobacteria  Legionellales  Legionellaceae  Legionella
2932251,['J346'],Hymenobacter aerilatus,3,5279535,2986633,4455,4376, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Hymenobacteraceae  Hymenobacter
688270,['J118'],Cellulophaga algicola DSM 14237,1,4888353,1650610,4272,4174, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Cellulophaga  Cellulophaga algicola
1270,"['J475', 'J82', 'J28', 'J26']",Micrococcus luteus,2,2543764,1855277,2351,2259, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Micrococcaceae  Micrococcus
1763536,['J118'],Thalassotalea crassostreae,1,3861670,1496626,3361,3258, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Colwelliaceae  Thalassotalea
2865673,['J42'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
1604004,['J1079'],Halanaeroarchaeum sulfurireducens,2,2253500,1414315,2329,2247, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Halobacteriaceae  Halanaeroarchaeum
2518644,['J346'],Pseudomonas tructae,1,5685196,3515006,5227,5068, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas
1082933,['J22'],Mesorhizobium amorphae CCNWGS0123,5,7343952,4617122,6961,6671, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Phyllobacteriaceae  Mesorhizobium  Mesorhizobium amorphae
1211326,['J346'],Spirosoma aerolatum,1,7959595,3848231,6690,6609, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Cytophagaceae  Spirosoma
2865673,['J42'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
2305508,['J27'],Mucilaginibacter celer,1,7149106,3140964,5973,5895, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Sphingobacteriia  Sphingobacteriales  Sphingobacteriaceae  Mucilaginibacter
1176536,['J346'],Novosphingobium ginsenosidimutans,1,3118872,2004619,3103,3045, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Sphingomonadaceae  Novosphingobium
35703,"['J27', 'J12']",Citrobacter amalonaticus,2,5084037,2700690,4891,4699, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Citrobacter
256821,['J28'],Gulosibacter molinativorax,2,3502671,2249477,3259,3165, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Microbacteriaceae  Gulosibacter
2865673,['J42'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
69014,['J280'],Thermococcus kodakarensis KOD1,1,2088737,1086049,2359,2292, Euryarchaeota  Thermococci  Thermococcales  Thermococcaceae  Thermococcus  Thermococcus kodakarensis
2932251,['J346'],Hymenobacter aerilatus,3,5279535,2986633,4455,4376, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Hymenobacteraceae  Hymenobacter
1678237,['J346'],Microbacterium rhizosphaerae,1,4057055,2829554,3682,3609, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Microbacteriaceae  Microbacterium
2932251,['J346'],Hymenobacter aerilatus,3,5279535,2986633,4455,4376, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Hymenobacteraceae  Hymenobacter
266940,['J43'],Kineococcus radiotolerans SRS30216 = ATCC BAA-149,3,4956672,3680088,4765,4678, Terrabacteria group  Actinomycetota  Actinomycetes  Kineosporiales  Kineosporiaceae  Kineococcus  Kineococcus radiotolerans
553814,['J346'],Acidovorax carolinensis,2,4058023,2602615,3822,3695, Pseudomonadota  Betaproteobacteria  Burkholderiales  Comamonadaceae  Acidovorax
84022,['J674'],Clostridium aceticum,2,4207037,1484407,3986,3841, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Clostridiaceae  Clostridium
450378,['J118'],Croceicoccus marinus,3,4268603,2762966,4086,3953, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Erythrobacteraceae  Croceicoccus
2697563,['J26'],Brevibacterium atlanticum,1,4156794,2719264,3698,3605, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Brevibacteriaceae  Brevibacterium
1300344,['J26'],Isoptericola dokdonensis DS-3,1,3826972,2824741,3497,3415, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Promicromonosporaceae  Isoptericola  Isoptericola dokdonensis
1982042,['J118'],Tsuneonella mangrovi,1,2702851,1716039,2639,2583, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Erythrobacteraceae  Tsuneonella
2686304,['J42'],Streptomyces broussonetiae,1,9735779,6901353,9014,8478, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
502682,['J118'],Aurantiacibacter gangjinensis,2,2724951,1708896,2702,2646, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Erythrobacteraceae  Aurantiacibacter
3003257,['J443'],Flavobacterium aestivum,1,4580707,1536380,3938,3850, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Flavobacterium
2865673,['J42'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
2865673,['J43'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
2662028,['J28'],Aeromicrobium yanjiei,2,3682026,2570106,3583,3514, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Nocardioidaceae  Aeromicrobium
3017781,['J118'],Paracoccus aerodenitrificans,5,3558095,2158562,3511,3373, Pseudomonadota  Alphaproteobacteria  Rhodobacterales  Paracoccaceae  Paracoccus
2657486,"['J346', 'J22']",Devosia beringensis,1,4048765,2584784,3945,3861, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Devosiaceae  Devosia
2932251,['J346'],Hymenobacter aerilatus,3,5279535,2986633,4455,4376, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Hymenobacteraceae  Hymenobacter
2712223,['J346'],Nocardioides anomalus,1,5120341,3753287,5154,5047, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Nocardioidaceae  Nocardioides
655815,['J118'],Zunongwangia profunda SM-A87,1,5128187,1857350,4487,4384, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Zunongwangia  Zunongwangia profunda
265960,"['J710', 'J709']",Komagataeibacter nataicola,7,3760301,2312158,3608,3405, Pseudomonadota  Alphaproteobacteria  Rhodospirillales  Acetobacteraceae  Komagataeibacter
765911,['J681'],Thiocystis violascens DSM 198,1,5017071,3141036,4624,4442, Pseudomonadota  Gammaproteobacteria  Chromatiales  Chromatiaceae  Thiocystis  Thiocystis violascens
1211326,['J346'],Spirosoma aerolatum,1,7959595,3848231,6690,6609, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Cytophagaceae  Spirosoma
2672567,['J75'],Bacillus aquiflavi,1,3806094,1357533,3803,3423, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Bacillus
662858,['J346'],Sphingobacterium bambusae,1,5561552,2470783,4623,4526, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Sphingobacteriia  Sphingobacteriales  Sphingobacteriaceae  Sphingobacterium
2698679,['J346'],Sphingomonas changnyeongensis,2,3005093,2051504,2969,2714, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Sphingomonadaceae  Sphingomonas
2773454,['J118'],Marinomonas algicola,2,4490436,1871197,4119,3955, Pseudomonadota  Gammaproteobacteria  Oceanospirillales  Oceanospirillaceae  Marinomonas
2865673,"['J66', 'J43']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
2865673,['J43'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
1122611,"['J51', 'J202', 'J58']",Nonomuraea coxensis DSM 45129,1,9073954,6548501,8551,8372, Terrabacteria group  Actinomycetota  Actinomycetes  Streptosporangiales  Streptosporangiaceae  Nonomuraea  Nonomuraea coxensis
2213202,['J346'],Planococcus lenghuensis,4,4149733,2005184,4192,4014, Terrabacteria group  Bacillota  Bacilli  Bacillales  Planococcaceae  Planococcus
2051553,['J346'],Methylobacterium currus,5,7745135,5436065,7247,6909, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Methylobacteriaceae  Methylobacterium
57480,['J346'],Microvirgula aerodenitrificans,2,4127211,2652927,3897,3745, Pseudomonadota  Betaproteobacteria  Neisseriales  Aquaspirillaceae  Microvirgula
2483799,['J28'],Georgenia faecalis,1,3432109,2534925,3018,2928, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Bogoriellaceae  Georgenia
2708117,['J14'],Capnocytophaga endodontalis,1,3412686,1305181,3134,3037, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Capnocytophaga
261164,"['J118', 'J139']",Psychrobacter alimentarius,2,3349444,1435515,2789,2701, Pseudomonadota  Gammaproteobacteria  Moraxellales  Moraxellaceae  Psychrobacter
2495582,['J475'],Paenibacillus albus,1,6632345,3367160,6069,5884, Terrabacteria group  Bacillota  Bacilli  Bacillales  Paenibacillaceae  Paenibacillus
1736691,['J26'],Aeromicrobium choanae,1,3422026,2429882,3350,3295, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Nocardioidaceae  Aeromicrobium
2017485,"['J475', 'J28', 'J22']",Brachybacterium avium,3,3568502,2513290,3301,3131, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Dermabacteraceae  Brachybacterium
1460372,['J386'],Mycobacteroides chelonae CCUG 47445,1,5029817,3215068,4918,4806, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Mycobacteriaceae  Mycobacteroides  Mycobacteroides chelonae
2703787,['J346'],Chitinophaga agri,1,7969925,3680927,6245,6139, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Chitinophagia  Chitinophagales  Chitinophagaceae  Chitinophaga
436717,['J22'],Acinetobacter oleivorans DR1,1,4152543,1608366,3970,3825, Pseudomonadota  Gammaproteobacteria  Moraxellales  Moraxellaceae  Acinetobacter  Acinetobacter oleivorans
265959,"['J710', 'J709']",Komagataeibacter saccharivorans,15,3727857,2285229,3464,3300, Pseudomonadota  Alphaproteobacteria  Rhodospirillales  Acetobacteraceae  Komagataeibacter
2806553,['J118'],Parasphingorhabdus cellanae,1,3777952,1992999,3599,3518, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Sphingomonadaceae  Parasphingorhabdus
2509614,['J346'],Rhodoferax sediminis,1,4387497,2823179,4255,4121, Pseudomonadota  Betaproteobacteria  Burkholderiales  Comamonadaceae  Rhodoferax
492,['J256'],Neisseria animalis,1,2236930,1159904,2089,1991, Pseudomonadota  Betaproteobacteria  Neisseriales  Neisseriaceae  Neisseria
2758041,['J118'],Aureimonas mangrovi,1,3485124,2328354,3390,3295, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Aurantimonadaceae  Aureimonas
2697569,['J346'],Pseudarthrobacter psychrotolerans,3,5170670,3347395,4920,4437, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Micrococcaceae  Pseudarthrobacter
191292,['J43'],Rhodococcus aetherivorans,3,6558029,4595790,5958,5805, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Nocardiaceae  Rhodococcus
477680,['J346'],Filimonas lacunae,1,7814405,3442032,6192,6101, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Chitinophagia  Chitinophagales  Chitinophagaceae  Filimonas
651561,['J75'],Chryseobacterium arthrosphaerae,1,5447405,2065706,4913,4777, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Weeksellaceae  Chryseobacterium group  Chryseobacterium
394935,['J27'],Chromobacterium haemolyticum,1,5307994,3321422,4931,4795, Pseudomonadota  Betaproteobacteria  Neisseriales  Chromobacteriaceae  Chromobacterium
1581,"['J84', 'J74', 'J148', 'J30', 'J13', 'J242', 'J25']",Lentilactobacillus buchneri,2,2537205,1127352,2463,2351, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Lactobacillaceae  Lentilactobacillus
1211326,['J346'],Spirosoma aerolatum,1,7959595,3848231,6690,6609, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Cytophagaceae  Spirosoma
1814290,['J1056'],Nitrosococcus wardiae,1,4022640,2037660,3856,3718, Pseudomonadota  Gammaproteobacteria  Chromatiales  Chromatiaceae  Nitrosococcus
1182568,['J346'],Deinococcus puniceus,1,2971983,1861910,2788,2724, Terrabacteria group  Deinococcota  Deinococci  Deinococcales  Deinococcaceae  Deinococcus
608538,['J128'],Hydrogenobacter thermophilus TK-6,1,1742932,766905,1960,1906, Aquificota  Aquificia  Aquificales  Aquificaceae  Hydrogenobacter  Hydrogenobacter thermophilus
2591633,['J346'],Lysobacter alkalisoli,1,3857091,2567288,3432,3280, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Lysobacteraceae  Lysobacter
2605747,['J346'],Pedobacter aquae,1,3854044,1343823,3495,3360, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Sphingobacteriia  Sphingobacteriales  Sphingobacteriaceae  Pedobacter
2590012,"['J28', 'J22']",Lysinibacillus agricola,1,5285903,1942020,5376,5067, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Lysinibacillus
2507935,['J75'],Cohnella abietis,1,7059027,3164893,6214,6058, Terrabacteria group  Bacillota  Bacilli  Bacillales  Paenibacillaceae  Cohnella
1364945,['J574'],Salinirubellus salinus,2,4376714,2996025,4507,4421, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Haloarculaceae  Salinirubellus
3003257,['J346'],Flavobacterium aestivum,1,4580707,1536380,3938,3850, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Flavobacterium
323450,['J118'],Pontibacter actiniarum,2,4974797,2644538,4350,4267, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Hymenobacteraceae  Pontibacter
1202962,['J41'],Moritella marina ATCC 15381,2,4760425,1937250,4294,4070, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Moritellaceae  Moritella  Moritella marina
1768108,['J346'],Deinococcus actinosclerus,1,3264334,2304592,3298,3202, Terrabacteria group  Deinococcota  Deinococci  Deinococcales  Deinococcaceae  Deinococcus
2596828,['J26'],Microlunatus elymi,1,5121194,3423991,4724,4615, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Propionibacteriaceae  Microlunatus
61645,['J27'],Enterobacter asburiae,2,4768325,2660265,4560,4386, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Enterobacter  Enterobacter cloacae complex
1927128,['J118'],Candidatus Enterovibrio luxaltus,4,2143556,807424,2016,1366, Pseudomonadota  Gammaproteobacteria  Vibrionales  Vibrionaceae  Enterovibrio
1085623,['J118'],Glaciecola nitratireducens FR1064,1,4134229,1748722,3525,3440, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Alteromonadaceae  Glaciecola  Glaciecola nitratireducens
2496867,['J27'],Flaviflexus ciconiae,1,2830639,1683308,2625,2473, Terrabacteria group  Actinomycetota  Actinomycetes  Actinomycetales  Actinomycetaceae  Flaviflexus
2494373,['J118'],Flammeovirga pectinis,3,6680108,2146503,5201,5062, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Flammeovirgaceae  Flammeovirga
2548456,"['J81', 'J42']",Streptomyces aquilus,1,10393987,7363910,9492,9216, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
666685,['J346'],Rhodanobacter denitrificans,2,4134749,2795932,3824,3725, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Rhodanobacteraceae  Rhodanobacter
1211326,['J346'],Spirosoma aerolatum,1,7959595,3848231,6690,6609, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Cytophagaceae  Spirosoma
498848,"['J894', 'J276']",Thermus aquaticus Y51MC23,5,2338641,1591138,2553,2433, Terrabacteria group  Deinococcota  Deinococci  Thermales  Thermaceae  Thermus  Thermus aquaticus
2712223,"['J475', 'J28', 'J43', 'J804']",Nocardioides anomalus,1,5120341,3753287,5154,5047, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Nocardioidaceae  Nocardioides
2759526,['J346'],Sphingomonas aliaeris,3,4262007,2743796,4140,3832, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Sphingomonadaceae  Sphingomonas
2865673,['J51'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
1874317,['J118'],Marinobacter salinus,1,4121005,2303961,3816,3727, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Marinobacteraceae  Marinobacter
555573,['J787'],Salarchaeum japonicum,2,2339281,1579048,2616,2560, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Halobacteriaceae  Salarchaeum
362976,['J442'],Haloquadratum walsbyi DSM 16790,2,3179361,1521677,2925,2719, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Haloferacaceae  Haloquadratum  Haloquadratum walsbyi
211586,['J27'],Shewanella oneidensis MR-1,2,5131424,2354775,4612,4331, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Shewanellaceae  Shewanella  Shewanella oneidensis
2750812,"['J14', 'J42', 'J43', 'J104', 'J49', 'J48']",Actinomadura graeca,3,8979594,6498697,7926,7757, Terrabacteria group  Actinomycetota  Actinomycetes  Streptosporangiales  Thermomonosporaceae  Actinomadura
2598455,['J280'],Thermococcus aciditolerans,1,2165038,1190239,2413,2333, Euryarchaeota  Thermococci  Thermococcales  Thermococcaceae  Thermococcus
662858,['J22'],Sphingobacterium bambusae,1,5561552,2470783,4623,4526, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Sphingobacteriia  Sphingobacteriales  Sphingobacteriaceae  Sphingobacterium
1500254,['J346'],Aneurinibacillus soli,1,4116770,1889320,4209,3925, Terrabacteria group  Bacillota  Bacilli  Bacillales  Paenibacillaceae  Aneurinibacillus group  Aneurinibacillus
2605747,"['J74', 'J346']",Pedobacter aquae,1,3854044,1343823,3495,3360, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Sphingobacteriia  Sphingobacteriales  Sphingobacteriaceae  Pedobacter
1300343,['J118'],Dokdonia donghaensis DSW-1,1,3293944,1257353,2931,2865, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Dokdonia  Dokdonia donghaensis
1300343,['J118'],Dokdonia donghaensis DSW-1,1,3293944,1257353,2931,2865, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Dokdonia  Dokdonia donghaensis
1748,"['J14', 'J84']",Acidipropionibacterium acidipropionici,1,3651382,2510939,3373,3244, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Propionibacteriaceae  Acidipropionibacterium
