,Organism DSMZ ID,TaxonID,Organism Name,Media list
7575,40081,67320,Streptomyces luridus, GYM STREPTOMYCES medium
7576,40568,68232,Streptomyces lusitanus, GYM STREPTOMYCES medium
7577,40509,173858,Streptomyces luteireticuli, GYM STREPTOMYCES medium
7578,30758,68233,Streptomyces luteogriseus, GYM STREPTOMYCES medium
7579,40833,173856,Streptomyces luteosporeus, GYM STREPTOMYCES medium
7580,40461,47763,Streptomyces lydicus, GYM STREPTOMYCES medium
7581,41449,44032,Streptomyces macrosporus, NUTRIENT AGAR
7582,40332,67322,Streptomyces malachitofuscus, GYM STREPTOMYCES medium
7583,41828,371722,Streptomyces malachitospinus, GYM STREPTOMYCES medium
7584,41697,92644,Streptomyces malaysiensis, MEDIUM 65 MODIFIED FOR DSM 41697
7585,41968,582854,Streptomyces marinus, GYM STREPTOMYCES medium
7586,41777,115828,Streptomyces maritimus, GYM STREPTOMYCES medium
7587,41918,324855,Streptomyces marokkonensis, GYM STREPTOMYCES medium
7588,40221,33904,Streptomyces mashuensis, GYM STREPTOMYCES medium
7589,40035,67324,Streptomyces massasporeus, GYM STREPTOMYCES medium
7590,40188,67325,Streptomyces matensis, GYM STREPTOMYCES medium
7591,41702,58345,Streptomyces mauvecolor, GYM STREPTOMYCES medium
7592,41450,44060,Streptomyces megasporus, GYM STREPTOMYCES medium
7593,40192,67326,Streptomyces melanogenes, GYM STREPTOMYCES medium
7594,40318,67327,Streptomyces melanosporofaciens, GYM STREPTOMYCES medium
7595,41885,null,Streptomyces mentougouensis, GYM STREPTOMYCES medium
7596,41796,178566,Streptomyces mexicanus, GYM STREPTOMYCES medium
7597,41240,67328,Streptomyces michiganensis, GYM STREPTOMYCES medium
7598,40070,1919,Streptomyces microflavus, GYM STREPTOMYCES medium
7599,41911,null,Streptomyces milbemycinicus, GYM STREPTOMYCES medium
7600,40270,68238,Streptomyces minutiscleroticus, GYM STREPTOMYCES medium
7601,40553,68239,Streptomyces mirabilis, GYM STREPTOMYCES medium
7602,40222,67330,Streptomyces misakiensis, GYM STREPTOMYCES medium
7603,40306,67331,Streptomyces misionensis, GYM STREPTOMYCES medium
7604,40587,35621,Streptomyces mobaraensis, GYM STREPTOMYCES medium
7605,41801,371720,Streptomyces monomycini, GYM STREPTOMYCES medium
7606,42004,1226758,Streptomyces mordarskii, GYM STREPTOMYCES medium
7607,40503,null,Streptomyces morookaense, GYM STREPTOMYCES medium
7608,40091,33900,Streptomyces murinus, GYM STREPTOMYCES medium
7609,40169,67332,Streptomyces mutabilis, GYM STREPTOMYCES medium
7610,41691,284036,Streptomyces mutomycini, GYM STREPTOMYCES medium
7611,40282,285447,Streptomyces naganishii, GYM STREPTOMYCES medium
7612,41926,null,Streptomyces nanhaiensis, GYM STREPTOMYCES medium
7613,41831,225048,Streptomyces nanningensis, GYM STREPTOMYCES medium
7614,40016,67333,Streptomyces narbonensis, GYM STREPTOMYCES medium
7615,40314,67334,Streptomyces nashvillensis, GYM STREPTOMYCES medium
7616,40093,55404,Streptomyces netropsis, GYM STREPTOMYCES medium
7617,40588,42238,Streptomyces neyagawaensis, GYM STREPTOMYCES medium
7618,40302,66373,Streptomyces niger, GYM STREPTOMYCES medium
7619,40276,1920,Streptomyces nigrescens, GYM STREPTOMYCES medium
7620,40023,28894,Streptomyces nitrosporeus, GYM STREPTOMYCES medium
7621,40638,68243,Streptomyces niveoruber, GYM STREPTOMYCES medium
7622,40088,195949,Streptomyces niveus, GYM STREPTOMYCES medium
7623,40223,67337,Streptomyces noboritoensis, GYM STREPTOMYCES medium
7624,40109,40318,Streptomyces nodosus, GYM STREPTOMYCES medium
7625,40546,38314,Streptomyces nogalater, GYM STREPTOMYCES medium
7626,41655,66374,Streptomyces nojiriensis, GYM STREPTOMYCES medium
7627,40635,1971,Streptomyces noursei, GYM STREPTOMYCES medium
7628,40358,68244,Streptomyces novaecaesareae, GYM STREPTOMYCES medium
7629,41444,47761,Streptomyces ochraceiscleroticus, GYM STREPTOMYCES medium
7630,40595,68245,Streptomyces olivaceiscleroticus, GYM STREPTOMYCES medium
7631,40334,1921,Streptomyces olivaceoviridis, GYM STREPTOMYCES medium
7632,41121,47716,Streptomyces olivaceus, GYM STREPTOMYCES medium
7633,40451,1963,Streptomyces olivochromogenes, GYM STREPTOMYCES medium
7634,40250,66427,Streptomyces olivoverticillatus, GYM STREPTOMYCES medium
7635,40552,68247,Streptomyces omiyaensis, GYM STREPTOMYCES medium
7636,40571,67339,Streptomyces orinoci, GYM STREPTOMYCES medium
7637,40530,68249,Streptomyces pactum, GYM STREPTOMYCES medium
7638,41871,363862,Streptomyces panacagri, GYM STREPTOMYCES medium
7639,41872,363864,Streptomyces panaciterrae, GYM STREPTOMYCES medium
7640,43350,66375,Streptomyces paradoxus, GYM STREPTOMYCES medium
7641,40048,146923,Streptomyces parvulus, GYM STREPTOMYCES medium
7642,40348,66428,Streptomyces parvus, GYM STREPTOMYCES medium
7643,41946,310782,Streptomyces paucisporeus, GYM STREPTOMYCES medium
7644,41231,1950,Streptomyces peucetius, GYM STREPTOMYCES medium
7645,41153,1923,Streptomyces phaeochromogenes, GYM STREPTOMYCES medium
7646,40367,68254,Streptomyces phaeofaciens, GYM STREPTOMYCES medium
7647,40710,114684,Streptomyces phaeogriseichromatogenes, GYM STREPTOMYCES medium
7648,41898,114685,Streptomyces phaeoluteichromatogenes, GYM STREPTOMYCES medium
7649,41896,114686,Streptomyces phaeoluteigriseus, GYM STREPTOMYCES medium
7650,40125,67340,Streptomyces phaeopurpureus, GYM STREPTOMYCES medium
7651,41856,291370,Streptomyces pharetrae, GYM STREPTOMYCES medium
7652,42032,null,Streptomyces pharmamarensis, GYM STREPTOMYCES medium
7653,41832,null,Streptomyces phemorphus, GYM STREPTOMYCES medium
7654,43860,2065,Streptomyces phosalacineus, GYM+S medium
7655,40097,28893,Streptomyces pilosus, GYM STREPTOMYCES medium
7656,929,58346,Streptomyces platensis, GYM STREPTOMYCES medium
7657,40319,1922,Streptomyces plicatus, GYM STREPTOMYCES medium
7658,42046,511811,Streptomyces plumbiresistens, GYM STREPTOMYCES medium
7659,40019,37480,Streptomyces pluricolorescens, GYM STREPTOMYCES medium
7660,44925,340148,Streptomyces polyantibioticus, STARCH - MINERAL salt - AGAR (STMS)
7661,40316,67342,Streptomyces polychromogenes, GYM STREPTOMYCES medium
7662,40596,68255,Streptomyces poonensis, GYM STREPTOMYCES medium
7663,40098,67344,Streptomyces prasinopilosus, GYM STREPTOMYCES medium
7664,40506,68256,Streptomyces prasinosporus, GYM STREPTOMYCES medium
7665,40099,67345,Streptomyces prasinus, GYM STREPTOMYCES medium
7666,42061,null,Streptomyces pratens, GYM STREPTOMYCES medium
7667,40335,67348,Streptomyces prunicolor, GYM STREPTOMYCES medium
7668,40341,67349,Streptomyces psammoticus, GYM STREPTOMYCES medium
7669,43035,285444,Streptomyces pseudoechinosporeus, GYM STREPTOMYCES medium
7670,921,36817,Streptomyces pseudogriseolus, GYM STREPTOMYCES medium
7671,40212,67350,Streptomyces pseudovenezuelae, GYM STREPTOMYCES medium
7672,41657,68258,Streptomyces pulveraceus, GYM STREPTOMYCES medium
7673,41106,67351,Streptomyces puniceus, GYM STREPTOMYCES medium
7674,40283,67352,Streptomyces purpeofuscus, GYM STREPTOMYCES medium
7675,41117,1924,Streptomyces purpurascens, GYM STREPTOMYCES medium
7676,43362,1951,Streptomyces purpureus, GYM STREPTOMYCES medium
7677,43156,68259,Streptomyces purpurogeneiscleroticus, GYM STREPTOMYCES medium
7678,42035,null,Streptomyces qinglanensis, GYM STREPTOMYCES medium
7679,40194,67353,Streptomyces racemochromogenes, GYM STREPTOMYCES medium
7680,41901,403935,Streptomyces radiopugnans, GYM STREPTOMYCES medium
7681,41685,68261,Streptomyces rameus, GYM STREPTOMYCES medium
7682,40100,47762,Streptomyces ramulosus, GYM STREPTOMYCES medium
7683,40452,67354,Streptomyces rangoonensis, GYM STREPTOMYCES medium
7684,41530,1226757,Streptomyces rapamycinicus, GYM STREPTOMYCES medium
7685,40115,67355,Streptomyces recifensis, GYM STREPTOMYCES medium
7686,41459,332591,Streptomyces rectiviolaceus, GYM STREPTOMYCES medium
7687,40551,68263,Streptomyces regensis, GYM STREPTOMYCES medium
7688,40133,67356,Streptomyces resistomycificus, GYM STREPTOMYCES medium
7689,41804,146821,Streptomyces reticuliscabiei, ROLLED OATS MINERAL medium
7690,41760,114699,Streptomyces rhizosphaericus, GYM STREPTOMYCES medium
7691,41210,92743,Streptomyces rimosus subsp. paromomycinus, GYM STREPTOMYCES medium
7692,41194,132474,Streptomyces rimosus subsp. rimosus, GYM STREPTOMYCES medium
7693,40489,68264,Streptomyces rishiriensis, GYM STREPTOMYCES medium
7694,46472,1928,Streptomyces rochei, OATMEAL AGAR
7695,41833,null,Streptomyces rosealbus, GYM STREPTOMYCES medium
7696,40303,1972,Streptomyces roseiscleroticus, GYM STREPTOMYCES medium
7697,40172,33902,Streptomyces roseofulvus, GYM STREPTOMYCES medium
7698,40173,66904,Streptomyces roseolilacinus, GYM STREPTOMYCES medium
7699,40174,67358,Streptomyces roseolus, GYM STREPTOMYCES medium
7700,40277,67360,Streptomyces roseoviolaceus, GYM STREPTOMYCES medium
7701,40175,67361,Streptomyces roseoviridis, GYM STREPTOMYCES medium
7702,41025,83378,Streptomyces ruber, GYM STREPTOMYCES medium
7703,41947,310780,Streptomyces rubidus, GYM STREPTOMYCES medium
7704,40176,67362,Streptomyces rubiginosohelvolus, GYM STREPTOMYCES medium
7705,40177,1929,Streptomyces rubiginosus, GYM STREPTOMYCES medium
7706,41477,194673,Streptomyces rubrogriseus, GYM STREPTOMYCES medium
7707,42030,null,Streptomyces rubrus, BACTO MARINE BROTH (DIFCO 2216)
7708,40077,53451,Streptomyces rutgersensis, GYM STREPTOMYCES medium
7709,42010,459658,Streptomyces samsunensis, GYM STREPTOMYCES medium
7710,41789,193460,Streptomyces sanglieri, GYM STREPTOMYCES medium
7711,41705,285536,Streptomyces sannanensis, GYM STREPTOMYCES medium
7712,41834,238877,Streptomyces sannurensis, MEDIUM 215b MODIFIED FOR DSM 41834
7713,42014,null,Streptomyces sanyensis, GYM STREPTOMYCES medium
7714,41114,1930,Streptomyces scabiei, GYM STREPTOMYCES medium
7715,41855,159449,Streptomyces scabrisporus, GYM STREPTOMYCES medium
7716,43032,1957,Streptomyces sclerotialus, GYM STREPTOMYCES medium
7717,41825,104206,Streptomyces scopiformis, GYM STREPTOMYCES medium
7718,41917,null,Streptomyces scopuliridis, GYM STREPTOMYCES medium
7719,41942,555059,Streptomyces sedi, GYM STREPTOMYCES medium
7720,41840,73044,Streptomyces seoulensis, GYM STREPTOMYCES medium
7721,41883,null,Streptomyces seranimatus, GYM STREPTOMYCES medium
7722,43861,2066,Streptomyces setae, GYM+S medium
7723,41176,null,Streptomyces setonii, GYM STREPTOMYCES medium
7724,42034,null,Streptomyces shenzhenensis, GYM STREPTOMYCES medium
7725,40504,68268,Streptomyces showdoensis, GYM STREPTOMYCES medium
7726,41861,545123,Streptomyces silaceus, GYM STREPTOMYCES medium
7727,40255,67363,Streptomyces sindenensis, GYM STREPTOMYCES medium
7728,40032,67364,Streptomyces sioyaensis, GYM STREPTOMYCES medium
7729,41839,226217,Streptomyces sodiiphilus, MEDIUM 987 MODIFIED FOR DSM 41839
7730,41609,78355,Streptomyces somaliensis, GYM STREPTOMYCES medium
7731,30901,null,Streptomyces sp., GYM STREPTOMYCES medium
7732,40356,67365,Streptomyces sparsogenes, GYM STREPTOMYCES medium
7733,41858,297584,Streptomyces sparsus, BACTO MARINE BROTH (DIFCO 2216)
7734,41924,498367,Streptomyces specialis, GYM STREPTOMYCES medium
7735,40512,68270,Streptomyces spectabilis, GYM STREPTOMYCES medium
7736,41797,195801,Streptomyces speibonae, GYM STREPTOMYCES medium
7737,41648,284043,Streptomyces spinoverrucosus, ISP medium 4
7738,43836,66376,Streptomyces spiralis, GYM STREPTOMYCES medium
7739,40036,67366,Streptomyces spiroverticillatus, GYM STREPTOMYCES medium
7740,42031,null,Streptomyces spongiae, YEAST EXTRACT-STARCH AGAR (50% MARINE WATER)
7741,41460,284037,Streptomyces sporocinereus, GYM STREPTOMYCES medium
7742,41461,284038,Streptomyces sporoclivatus, GYM STREPTOMYCES medium
7743,41462,284039,Streptomyces spororaveus, GYM STREPTOMYCES medium
7744,41463,285567,Streptomyces sporoverrucosus, GYM STREPTOMYCES medium
7745,42057,null,Streptomyces staurosporininus, STARCH - MINERAL salt - AGAR (STMS)
7746,41803,146820,Streptomyces stelliscabiei, GYM STREPTOMYCES medium
7747,41783,173861,Streptomyces stramineus, GYM STREPTOMYCES medium
7748,40445,36818,Streptomyces subrutilus, GYM STREPTOMYCES medium
7749,41923,436397,Streptomyces sudanensis, GYM STREPTOMYCES medium
7750,41679,68272,Streptomyces sulfonofaciens, GYM STREPTOMYCES medium
7751,41003,47758,Streptomyces sulphureus, GYM STREPTOMYCES medium
7752,42019,265730,Streptomyces sundarbansensis, GYM STREPTOMYCES medium
7753,41902,415721,Streptomyces synnematoformans, GYM STREPTOMYCES medium
7754,731,67367,Streptomyces tanashiensis, GYM STREPTOMYCES medium
7755,41969,565073,Streptomyces tateyamensis, GYM STREPTOMYCES medium
7756,40560,68274,Streptomyces tauricus, GYM STREPTOMYCES medium
7757,40101,1932,Streptomyces tendae, GYM STREPTOMYCES medium
7758,40329,67368,Streptomyces termitum, GYM STREPTOMYCES medium
7759,41741,65605,Streptomyces thermoalcalitolerans, ISP medium 4
7760,44296,59298,Streptomyces thermocarboxydovorans, STARCH - MINERAL salt - AGAR (STMS)
7761,44293,59299,Streptomyces thermocarboxydus, STARCH - MINERAL salt - AGAR (STMS)
7762,41700,78356,Streptomyces thermocoprophilus, GYM STREPTOMYCES medium
7763,40573,44061,Streptomyces thermodiastaticus, GYM STREPTOMYCES medium
7764,41756,75292,Streptomyces thermogriseus, GYM STREPTOMYCES medium
7765,41451,44033,Streptomyces thermolineatus, GYM STREPTOMYCES medium
7766,41779,161482,Streptomyces thermospinosisporus, STARCH - MINERAL salt - AGAR (STMS)
7767,41392,66859,Streptomyces thermoviolaceus subsp. apingens, GYM STREPTOMYCES medium
7768,41391,66860,Streptomyces thermoviolaceus subsp. thermoviolaceus, GYM STREPTOMYCES medium
7769,41615,1934,Streptomyces thermovulgaris, GYM STREPTOMYCES medium
7770,41919,null,Streptomyces thinghirensis, GYM STREPTOMYCES medium
7771,40027,66431,Streptomyces thioluteus, GYM STREPTOMYCES medium
7772,40894,68276,Streptomyces torulosus, GYM STREPTOMYCES medium
7773,40178,67369,Streptomyces toxytricini, GYM STREPTOMYCES medium
7774,41703,68277,Streptomyces tricolor, GYM STREPTOMYCES medium
7775,41899,367827,Streptomyces tritolerans, GYM STREPTOMYCES medium
7776,40261,47759,Streptomyces tubercidicus, GYM STREPTOMYCES medium
7777,40505,68278,Streptomyces tuirus, GYM STREPTOMYCES medium
7778,42000,85558,Streptomyces turgidiscabies, GYM STREPTOMYCES medium
7779,41174,67370,Streptomyces umbrinus, GYM STREPTOMYCES medium
7780,923,67372,Streptomyces variabilis, GYM STREPTOMYCES medium
7781,41464,284040,Streptomyces variegatus, GYM STREPTOMYCES medium
7782,40346,67373,Streptomyces varsoviensis, GYM STREPTOMYCES medium
7783,40309,285451,Streptomyces vastus, GYM STREPTOMYCES medium
7784,41110,54571,Streptomyces venezuelae, GYM STREPTOMYCES medium
7785,41927,362257,Streptomyces vietnamensis, GYM STREPTOMYCES medium
7786,40257,1960,Streptomyces vinaceus, GYM STREPTOMYCES medium
7787,40470,67376,Streptomyces vinaceusdrappus, GYM STREPTOMYCES medium
7788,40181,67377,Streptomyces violaceochromogenes, GYM STREPTOMYCES medium
7789,40438,67378,Streptomyces violaceolatus, GYM STREPTOMYCES medium
7790,40279,67379,Streptomyces violaceorectus, GYM STREPTOMYCES medium
7791,41246,1935,Streptomyces violaceoruber, GYM STREPTOMYCES medium
7792,41478,284042,Streptomyces violaceorubidus, GYM STREPTOMYCES medium
7793,41162,1936,Streptomyces violaceus, GYM STREPTOMYCES medium
7794,41602,68280,Streptomyces violaceusniger, GYM STREPTOMYCES medium
7795,40205,67380,Streptomyces violarus, GYM STREPTOMYCES medium
7796,41173,67381,Streptomyces violascens, GYM STREPTOMYCES medium
7797,40597,66377,Streptomyces violens, GYM STREPTOMYCES medium
7798,41465,285572,Streptomyces virens, GYM STREPTOMYCES medium
7799,916,1961,Streptomyces virginiae, GYM STREPTOMYCES medium
7800,40280,68282,Streptomyces viridiviolaceus, GYM STREPTOMYCES medium
7801,41466,284041,Streptomyces viridobrunneus, GYM STREPTOMYCES medium
7802,41161,1938,Streptomyces viridochromogenes, GYM STREPTOMYCES medium
7803,40249,67382,Streptomyces viridodiastaticus, GYM STREPTOMYCES medium
7804,40243,67581,Streptomyces viridosporus, GYM STREPTOMYCES medium
7805,41686,76728,Streptomyces vitaminophilus, GYM STREPTOMYCES medium
7806,41676,43759,Streptomyces wedmorensis, GYM STREPTOMYCES medium
7807,40632,476555,Streptomyces wellingtoniae, GYM STREPTOMYCES medium
7808,40745,68284,Streptomyces werraensis, GYM STREPTOMYCES medium
7809,40111,67384,Streptomyces xanthochromogenes, GYM STREPTOMYCES medium
7810,40575,83382,Streptomyces xanthocidicus, GYM STREPTOMYCES medium
7811,40244,68285,Streptomyces xantholiticus, GYM STREPTOMYCES medium
7812,40134,67385,Streptomyces xanthophaeus, GYM STREPTOMYCES medium
7813,41903,408015,Streptomyces xiamenensis, GYM STREPTOMYCES medium
7814,42015,1038928,Streptomyces xinghaiensis, GYM STREPTOMYCES medium
7815,42022,null,Streptomyces xishensis, ROLLED OATS MINERAL medium
7816,41945,310779,Streptomyces yanglinensis, STARCH - MINERAL salt - AGAR (STMS)
7817,43887,78510,Streptomyces yanii, ORGANIC medium 79
7818,41771,155177,Streptomyces yatensis, GYM STREPTOMYCES medium
7819,41868,89050,Streptomyces yeochonensis, MEDIUM 65 MODIFIED FOR DSM 41868
7820,43167,66378,Streptomyces yerevanensis, GYM STREPTOMYCES medium
7821,41766,114692,Streptomyces yogyakartensis, GYM STREPTOMYCES medium
7822,40224,67386,Streptomyces yokosukanensis, GYM STREPTOMYCES medium
7823,41920,654447,Streptomyces youssoufiensis, GYM STREPTOMYCES medium
7824,41793,156453,Streptomyces yunnanensis, GYM STREPTOMYCES medium
7825,40196,68286,Streptomyces zaomyceticus, GYM STREPTOMYCES medium
7826,43023,47479,Streptosporangium album, ROLLED OATS MINERAL medium
7827,43179,698417,Streptosporangium amethystogenes subsp. amethystogenes, GYM STREPTOMYCES medium
7828,44779,698418,Streptosporangium amethystogenes subsp. fukuiense, N-Z-AMINE-MEDIUM
7829,45522,null,Streptosporangium anatoliense, GYM STREPTOMYCES medium
7830,45035,null,Streptosporangium aureofuscum, GYM STREPTOMYCES medium
7831,44109,47480,Streptosporangium brasiliense, ISP medium 4
7832,45034,324952,Streptosporangium canum, GYM STREPTOMYCES medium
7833,43847,46186,Streptosporangium fragile, GYM STREPTOMYCES medium
7834,44110,47484,Streptosporangium koreanum, N-Z-AMINE-MEDIUM
7835,45033,null,Streptosporangium kunmingense, GYM STREPTOMYCES medium
7836,43180,46187,Streptosporangium longisporum, GYM STREPTOMYCES medium
7837,43848,35764,Streptosporangium nondiastaticum, ROLLED OATS MINERAL medium
7838,43181,35765,Streptosporangium pseudovulgare, GYM STREPTOMYCES medium
7839,44688,106413,Streptosporangium purpuratum, GYM STREPTOMYCES medium
7840,46127,2001,Streptosporangium roseum, OATMEAL AGAR
7841,44111,null,Streptosporangium roseum subsp. incarnatum, N-Z-AMINE-MEDIUM
7842,44095,47485,Streptosporangium rubrum, ROLLED OATS MINERAL medium
7843,1748,null,Streptosporangium sp., GYM STREPTOMYCES medium
7844,44662,106412,Streptosporangium subroseum, ROLLED OATS MINERAL medium
7845,43872,46188,Streptosporangium violaceochromogenes, GYM STREPTOMYCES medium
7846,43802,46190,Streptosporangium vulgare, GYM STREPTOMYCES medium
7847,44112,null,Streptosporangium vulgare subsp. antibioticum, ROLLED OATS MINERAL medium
7848,44663,106411,Streptosporangium yunnanense, GYM STREPTOMYCES medium
7849,6296,41675,Stygiolobus azoricus, STYGIOLOBUS medium
7850,15176,214851,Subdoligranulum variabile,"  For DSM 14204, DSM 14205, DSM 14206, DSM 14207, DSM 14924, DSM 15176, DSM 15243, DSM 15248, DSM 15480, DSM 15481, DSM 15498, DSM 15567, DSM 15692, DSM 17763 and DSM 22608"
7851,13056,120213,Subtercola boreus, R2A medium
7852,13057,120298,Subtercola frigoramans, R2A medium
7853,22608,626938,Succinatimonas hippei,"  For DSM 14204, DSM 14205, DSM 14206, DSM 14207, DSM 14924, DSM 15176, DSM 15243, DSM 15248, DSM 15480, DSM 15481, DSM 15498, DSM 15567, DSM 15692, DSM 17763 and DSM 22608"
